rok;strana_id;strana;poradove_cislo;jmeno;tituly;vek;navrhovana_str;prislusnost;hlasy;hlasy_procenta;poradi;mandat
2002;9;Koalice US-DEU, SNK;29;Adamec Pavel;MUDr.;35;US-DEU;US-DEU;2474;2.08;26.0;False
2002;1;Česká str.sociálně demokrat.;45;Aloy Zdeněk;Ing.;70;ČSSD;ČSSD;7283;1.8;35.0;False
2002;4;Pravá volba pro Plzeň;3;Anderle Jan;Ing.;46;PVP;PVP;5358;2.92;3.0;True
2002;1;Česká str.sociálně demokrat.;43;Andrlík Roman;;35;ČSSD;ČSSD;7665;1.89;33.0;False
2002;5;Strana zelených;16;Anton Jiří;;27;SZ;BEZPP;1343;1.86;;False
2002;9;Koalice US-DEU, SNK;13;Arnošt Patrik;;30;US-DEU;US-DEU;2476;2.08;10.0;False
2002;3;Občanská demokratická strana;17;Aschenbrenner Lumír;Ing.;42;ODS;ODS;17550;2.36;3.0;True
2002;7;Komunistická str.Čech a Moravy;47;Aust Jan;;71;KSČM;KSČM;5068;1.94;39.0;False
2002;1;Česká str.sociálně demokrat.;34;Babnič Jan;;48;ČSSD;ČSSD;8220;2.03;24.0;False
2002;7;Komunistická str.Čech a Moravy;40;Ballýová Hana;;61;KSČM;KSČM;5405;2.07;32.0;False
2002;7;Komunistická str.Čech a Moravy;42;Bardoňová Jana;;71;KSČM;KSČM;5376;2.06;34.0;False
2002;3;Občanská demokratická strana;3;Bartman Vladislav;Ing.;49;ODS;ODS;16776;2.25;5.0;True
2002;9;Koalice US-DEU, SNK;27;Bartošová Libuše;RNDr.;43;US-DEU;US-DEU;2385;2.0;24.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;17;Basl Jiří;Ing.;33;KDU-ČSL;KDU-ČSL;3133;2.15;16.0;False
2002;3;Občanská demokratická strana;4;Baxa Martin;Mgr.;27;ODS;ODS;17133;2.3;6.0;True
2002;9;Koalice US-DEU, SNK;28;Bayer Rudolf;;29;US-DEU;US-DEU;2264;1.9;25.0;False
2002;6;Občanská demokratická aliance;4;Bednář Milan;Ing.;70;ODA;ODA;624;2.39;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;34;Bednář Radomír;Mgr.;42;KDU-ČSL;BEZPP;2696;1.85;31.0;False
2002;7;Komunistická str.Čech a Moravy;43;Běláč Josef;;61;KSČM;KSČM;5379;2.06;35.0;False
2002;2;Strana za životní jistoty;3;Beneš Karel;;72;SŽJ;SŽJ;368;4.17;;False
2002;6;Občanská demokratická aliance;29;Beran Pavel;;48;ODA;BEZPP;449;1.72;;False
2002;6;Občanská demokratická aliance;8;Berglová Marie;;63;ODA;ODA;482;1.85;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;42;Bernhardt Tomáš;Mgr.;34;KDU-ČSL;BEZPP;2577;1.76;39.0;False
2002;9;Koalice US-DEU, SNK;37;Bican Jan;Ing.;36;US-DEU;US-DEU;2157;1.81;34.0;False
2002;7;Komunistická str.Čech a Moravy;17;Bidlo Jaroslav;;52;KSČM;KSČM;5717;2.19;9.0;False
2002;1;Česká str.sociálně demokrat.;1;Bis Jiří;Ing.;61;ČSSD;ČSSD;10816;2.67;1.0;True
2002;4;Pravá volba pro Plzeň;7;Bláhovec Jiří;MUDr.;50;PVP;BEZPP;5011;2.73;1.0;False
2002;5;Strana zelených;10;Blažková Pavla;;18;SZ;BEZPP;1568;2.18;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;4;Boček Pavel;MUDr.;41;KDU-ČSL;KDU-ČSL;4776;3.27;1.0;False
2002;6;Občanská demokratická aliance;7;Bočko Karel;Ing.;53;ODA;ODA;717;2.75;;False
2002;4;Pravá volba pro Plzeň;40;Bochnovič Peter;;34;PVP;BEZPP;2954;1.61;36.0;False
2002;9;Koalice US-DEU, SNK;3;Bornová Kateřina;MUDr.;33;US-DEU;US-DEU;3868;3.25;1.0;False
2002;1;Česká str.sociálně demokrat.;33;Boubín Josef;;59;ČSSD;ČSSD;8124;2.01;23.0;False
2002;2;Strana za životní jistoty;10;Boučková Květuše;;74;SŽJ;SŽJ;255;2.89;;False
2002;1;Česká str.sociálně demokrat.;3;Brabec Miroslav;Mgr.;47;ČSSD;ČSSD;9914;2.45;2.0;True
2002;3;Občanská demokratická strana;21;Breitfelder Miroslav;Mgr.;36;ODS;ODS;16129;2.17;1.0;False
2002;7;Komunistická str.Čech a Moravy;27;Brejcha Jaroslav;;62;KSČM;KSČM;5533;2.12;19.0;False
2002;9;Koalice US-DEU, SNK;22;Brouček Jan;;54;US-DEU;US-DEU;2289;1.92;19.0;False
2002;3;Občanská demokratická strana;29;Brousek Václav;Ing.;50;ODS;ODS;15611;2.1;9.0;False
2002;7;Komunistická str.Čech a Moravy;22;Bruner Jiří;Ing.;54;KSČM;KSČM;5656;2.17;14.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;6;Budil Ivo;Doc. RNDr. Ph.D.;37;KDU-ČSL;BEZPP;4662;3.2;2.0;False
2002;7;Komunistická str.Čech a Moravy;13;Bugoš Jaroslav;;51;KSČM;KSČM;5683;2.18;5.0;False
2002;4;Pravá volba pro Plzeň;35;Buňatová Marcela;MUDr.;29;PVP;BEZPP;3379;1.84;31.0;False
2002;4;Pravá volba pro Plzeň;47;Burda Miroslav;Ing.;38;PVP;BEZPP;2435;1.32;43.0;False
2002;2;Strana za životní jistoty;11;Bureš Jaroslav;;63;SŽJ;SŽJ;277;3.14;;False
2002;1;Česká str.sociálně demokrat.;29;Burešová Eva;;61;ČSSD;ČSSD;8106;2.0;19.0;False
2002;7;Komunistická str.Čech a Moravy;1;Bystřická Jana;;52;KSČM;KSČM;6626;2.54;1.0;True
2002;4;Pravá volba pro Plzeň;17;Caltová Marie;;58;PVP;BEZPP;4513;2.46;7.0;False
2002;9;Koalice US-DEU, SNK;2;Čechová Radmila;Ing.;51;US-DEU;US-DEU;3427;2.88;3.0;False
2002;6;Občanská demokratická aliance;25;Čechura Ladislav;MUDr.;31;ODA;BEZPP;885;3.4;;False
2002;4;Pravá volba pro Plzeň;42;Čechurová Šárka;Mgr.;44;PVP;BEZPP;3106;1.69;38.0;False
2002;9;Koalice US-DEU, SNK;41;Čejka Jaroslav;;69;US-DEU;US-DEU;1926;1.62;38.0;False
2002;4;Pravá volba pro Plzeň;36;Černá Hana;;43;PVP;BEZPP;3542;1.93;32.0;False
2002;4;Pravá volba pro Plzeň;13;Černý Karel;;54;PVP;KAN;3826;2.08;11.0;False
2002;5;Strana zelených;3;Čipera Ivan;Ing.;40;SZ;SZ;2609;3.63;;False
2002;5;Strana zelených;12;Čipera Vladimír;;37;SZ;BEZPP;1450;2.01;;False
2002;3;Občanská demokratická strana;40;Daniel Antonín;;39;ODS;ODS;14834;1.99;20.0;False
2002;1;Česká str.sociálně demokrat.;21;Dbalý Miroslav;Ing.;58;ČSSD;ČSSD;8589;2.12;11.0;False
2002;7;Komunistická str.Čech a Moravy;14;Divišová Ivanka;;54;KSČM;KSČM;5703;2.19;6.0;False
2002;6;Občanská demokratická aliance;17;Divišová Jana;;34;ODA;BEZPP;592;2.27;;False
2002;6;Občanská demokratická aliance;30;Dolanský Petr;RNDr.;60;ODA;BEZPP;883;3.39;;False
2002;9;Koalice US-DEU, SNK;18;Dolanský Petr;;34;US-DEU;US-DEU;2703;2.27;15.0;False
2002;5;Strana zelených;28;Dolejš Jiří;;53;SZ;SZ;1249;1.73;;False
2002;5;Strana zelených;2;Doležalová Ivonna;;42;SZ;BEZPP;2408;3.35;;False
2002;9;Koalice US-DEU, SNK;24;Doležel Tomáš;MUDr.;45;US-DEU;US-DEU;2513;2.11;21.0;False
2002;9;Koalice US-DEU, SNK;8;Domanický Petr;Ing. arch.;29;US-DEU;BEZPP;3898;3.28;3.0;True
2002;2;Strana za životní jistoty;8;Dostálová Danuše;;31;SŽJ;SŽJ;449;5.09;;False
2002;3;Občanská demokratická strana;46;Dostálová Vlastimila;Mgr.;55;ODS;ODS;13623;1.83;26.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;29;Drápalová Barbora;Bc.;25;KDU-ČSL;KDU-ČSL;2611;1.79;26.0;False
2002;4;Pravá volba pro Plzeň;22;Drnek Jan;;41;PVP;BEZPP;3563;1.94;19.0;False
2002;3;Občanská demokratická strana;42;Duda Bohuslav;;35;ODS;ODS;14575;1.96;22.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;27;Duda Milan;JUDr.;44;KDU-ČSL;KDU-ČSL;2927;2.0;24.0;False
2002;4;Pravá volba pro Plzeň;1;Duchek Vladimír;Ing. Ph.D.;37;PVP;PVP;6110;3.33;2.0;True
2002;3;Občanská demokratická strana;32;Duchková Stanislava;prom.ped.;65;ODS;ODS;15280;2.05;12.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;35;Fajfrová Eva;RNDr.;48;KDU-ČSL;KDU-ČSL;2658;1.82;32.0;False
2002;7;Komunistická str.Čech a Moravy;16;Fialová Blanka;Ing.;49;KSČM;KSČM;5723;2.2;8.0;False
2002;6;Občanská demokratická aliance;2;Fojtíček Ctibor;Ing.;64;ODA;ODA;1371;5.27;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;26;Fojtíček Martin;Mgr. et Mgr.;31;KDU-ČSL;BEZPP;3130;2.14;23.0;False
2002;5;Strana zelených;42;Formánek Petr;;57;SZ;SZ;1089;1.51;;False
2002;4;Pravá volba pro Plzeň;8;Frank Stanislav;Mgr.;47;PVP;PVP;4583;2.5;6.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;20;Frouz Robert;Mgr.;33;KDU-ČSL;BEZPP;3113;2.13;18.0;False
2002;4;Pravá volba pro Plzeň;41;Fuchsová Radka;MUDr.;31;PVP;BEZPP;3065;1.67;37.0;False
2002;4;Pravá volba pro Plzeň;44;Gregoričová Marie;Mgr.;27;PVP;BEZPP;2870;1.56;40.0;False
2002;6;Občanská demokratická aliance;14;Hájek Marcel;MUDr.;37;ODA;BEZPP;1684;6.47;;False
2002;5;Strana zelených;9;Hájek Miroslav;Ing. RNDr.;45;SZ;SZ;2152;2.99;;False
2002;3;Občanská demokratická strana;7;Hajný Stanislav;Ing.;63;ODS;ODS;16513;2.22;9.0;True
2002;4;Pravá volba pro Plzeň;27;Halla Marcel;;50;PVP;BEZPP;3435;1.87;23.0;False
2002;6;Občanská demokratická aliance;36;Hánová Hana;;52;ODA;BEZPP;417;1.6;;False
2002;5;Strana zelených;20;Hanzíková Eva;Ing.;34;SZ;BEZPP;1398;1.94;;False
2002;1;Česká str.sociálně demokrat.;38;Hauer Václav;;53;ČSSD;ČSSD;8011;1.98;28.0;False
2002;5;Strana zelených;8;Havlíčková Anna;JUDr.;50;SZ;BEZPP;2017;2.8;;False
2002;2;Strana za životní jistoty;2;Havlíková Hana;MUDr.;68;SŽJ;SŽJ;867;9.82;;False
2002;5;Strana zelených;37;Hejný Tomáš;Ing.;25;SZ;BEZPP;1257;1.74;;False
2002;6;Občanská demokratická aliance;12;Hendrych Vladimír;Ing.;46;ODA;BEZPP;688;2.64;;False
2002;7;Komunistická str.Čech a Moravy;7;Heřman Karel;;58;KSČM;KSČM;5830;2.24;7.0;True
2002;1;Česká str.sociálně demokrat.;35;Hessová Jaroslava;Mgr.;44;ČSSD;ČSSD;8371;2.07;25.0;False
2002;6;Občanská demokratická aliance;22;Heyduková Ivana;Ing.;34;ODA;BEZPP;590;2.26;;False
2002;7;Komunistická str.Čech a Moravy;9;Hlásek František;;43;KSČM;KSČM;5803;2.23;2.0;False
2002;2;Strana za životní jistoty;12;Hodina Vlastimil;;69;SŽJ;SŽJ;258;2.92;;False
2002;3;Občanská demokratická strana;41;Hógel Josef;Ing. CSc.;58;ODS;ODS;14816;1.99;21.0;False
2002;7;Komunistická str.Čech a Moravy;30;Holakovský Břetislav;;76;KSČM;KSČM;5538;2.12;22.0;False
2002;9;Koalice US-DEU, SNK;11;Holenda Jiří;Doc. RNDr. CSc.;69;SNK ED;BEZPP;4635;3.9;1.0;True
2002;9;Koalice US-DEU, SNK;9;Holmanová Květa;;43;US-DEU;US-DEU;2737;2.3;7.0;False
2002;9;Koalice US-DEU, SNK;14;Honců Antonín;Ing.;59;US-DEU;US-DEU;2359;1.98;11.0;False
2002;5;Strana zelených;44;Horneková Marie;;23;SZ;BEZPP;1075;1.49;;False
2002;7;Komunistická str.Čech a Moravy;5;Hornofová Zdeňka;Dr.;55;KSČM;KSČM;5970;2.29;5.0;True
2002;1;Česká str.sociálně demokrat.;7;Houška Josef;Mgr.;55;ČSSD;ČSSD;9110;2.25;9.0;True
2002;6;Občanská demokratická aliance;5;Houšková Božena;;61;ODA;ODA;667;2.56;;False
2002;9;Koalice US-DEU, SNK;19;Houžvička Jan;Ing.;31;SNK ED;BEZPP;2550;2.14;16.0;False
2002;5;Strana zelených;27;Hrach Jaroslav;;46;SZ;SZ;1520;2.11;;False
2002;2;Strana za životní jistoty;13;Hrstka Jan;;51;SŽJ;SŽJ;471;5.34;;False
2002;7;Komunistická str.Čech a Moravy;37;Hrubá Jarmila;;37;KSČM;KSČM;5529;2.12;29.0;False
2002;7;Komunistická str.Čech a Moravy;4;Hrubeš František;Dr.;50;KSČM;KSČM;5964;2.29;4.0;True
2002;8;Křesť.demokr.unie-Čs.str.lid.;9;Hrubý Jaroslav;Ing.;55;KDU-ČSL;KDU-ČSL;2842;1.95;9.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;7;Hrubý Karel;Ing.;54;KDU-ČSL;KDU-ČSL;3062;2.1;7.0;False
2002;9;Koalice US-DEU, SNK;36;Hubač Rudolf;;62;US-DEU;US-DEU;2111;1.77;33.0;False
2002;4;Pravá volba pro Plzeň;11;Hus Miroslav;PhDr.;48;PVP;PVP;4465;2.43;8.0;False
2002;9;Koalice US-DEU, SNK;23;Hyťha Martin;;19;SNK ED;BEZPP;2381;2.0;20.0;False
2002;1;Česká str.sociálně demokrat.;41;Chalupný Michal;Bc.;33;ČSSD;ČSSD;7871;1.94;31.0;False
2002;1;Česká str.sociálně demokrat.;19;Chán Emanuel;Ing.;52;ČSSD;ČSSD;8623;2.13;9.0;False
2002;1;Česká str.sociálně demokrat.;40;Chánová Eva;;54;ČSSD;ČSSD;7852;1.94;30.0;False
2002;6;Občanská demokratická aliance;34;Charvátová Ludmila;;42;ODA;BEZPP;438;1.68;;False
2002;5;Strana zelených;36;Chládková Jana;;60;SZ;BEZPP;1145;1.59;;False
2002;1;Česká str.sociálně demokrat.;32;Choc Jaroslav;Mgr.;73;ČSSD;ČSSD;8290;2.05;22.0;False
2002;1;Česká str.sociálně demokrat.;2;Chovanec Milan;;32;ČSSD;ČSSD;9435;2.33;5.0;True
2002;6;Občanská demokratická aliance;31;Chromý Václav;;39;ODA;BEZPP;404;1.55;;False
2002;3;Občanská demokratická strana;34;Jahl Jiří;;66;ODS;ODS;15174;2.04;14.0;False
2002;3;Občanská demokratická strana;35;Jandl Petr;;61;ODS;ODS;15143;2.03;15.0;False
2002;2;Strana za životní jistoty;15;Jandošová Alena;;40;SŽJ;SŽJ;468;5.3;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;21;Janouškovec Pavel;;43;KDU-ČSL;BEZPP;3422;2.34;6.0;False
2002;1;Česká str.sociálně demokrat.;47;Jedlík Jiří;Ing.;64;ČSSD;ČSSD;6681;1.65;37.0;False
2002;4;Pravá volba pro Plzeň;24;Jehličková Jaroslava;;46;PVP;BEZPP;3443;1.87;20.0;False
2002;5;Strana zelených;35;Ježdík Bohuslav;;24;SZ;BEZPP;1189;1.65;;False
2002;7;Komunistická str.Čech a Moravy;39;Ježek Vlastislav;;69;KSČM;KSČM;5423;2.08;31.0;False
2002;7;Komunistická str.Čech a Moravy;45;Ježková Zdeňka;;65;KSČM;KSČM;5286;2.03;37.0;False
2002;4;Pravá volba pro Plzeň;28;Jílek Viktor;Ing.;37;PVP;BEZPP;3722;2.03;24.0;False
2002;2;Strana za životní jistoty;14;Jindrová Jaroslava;;39;SŽJ;BEZPP;522;5.91;;False
2002;7;Komunistická str.Čech a Moravy;28;Jiruš Bedřich;;67;KSČM;KSČM;5506;2.11;20.0;False
2002;7;Komunistická str.Čech a Moravy;32;Jirušová Hana;;65;KSČM;KSČM;5481;2.1;24.0;False
2002;1;Česká str.sociálně demokrat.;46;Jíšová Andrea;;23;ČSSD;ČSSD;7199;1.78;36.0;False
2002;3;Občanská demokratická strana;13;Jurečko Roman;;35;ODS;ODS;15874;2.13;15.0;True
2002;6;Občanská demokratická aliance;27;Kafka Milan;;35;ODA;BEZPP;448;1.72;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;30;Kalčík Jiří;Ing.;40;KDU-ČSL;BEZPP;2784;1.91;27.0;False
2002;3;Občanská demokratická strana;2;Kalous Miroslav;Ing.;37;ODS;ODS;18283;2.46;2.0;True
2002;3;Občanská demokratická strana;12;Kasl Rudolf;;34;ODS;ODS;15950;2.14;14.0;True
2002;6;Občanská demokratická aliance;33;Kašková Karla;Mgr.;38;ODA;BEZPP;532;2.04;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;14;Kašpar Jaromír;;55;KDU-ČSL;BEZPP;3364;2.3;13.0;False
2002;3;Občanská demokratická strana;37;Klajsner Lubomír;Ing.;43;ODS;ODS;15263;2.05;17.0;False
2002;4;Pravá volba pro Plzeň;6;Klas Miroslav;Ing.;54;PVP;PVP;4280;2.33;9.0;False
2002;5;Strana zelených;19;Klér Petr;;57;SZ;BEZPP;1282;1.78;;False
2002;1;Česká str.sociálně demokrat.;26;Klíma Vítězslav;;46;ČSSD;ČSSD;8719;2.15;16.0;False
2002;9;Koalice US-DEU, SNK;38;Klinkovská Alena;;58;US-DEU;US-DEU;2038;1.71;35.0;False
2002;4;Pravá volba pro Plzeň;9;Kodeda Oldřich;Ing. arch.;43;PVP;BEZPP;4690;2.55;3.0;False
2002;9;Koalice US-DEU, SNK;44;Kolečková Jana;;49;US-DEU;US-DEU;1853;1.56;41.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;45;Komzáková Marie;MUDr.;56;KDU-ČSL;BEZPP;2512;1.72;42.0;False
2002;3;Občanská demokratická strana;20;Kopáček Radim;;28;ODS;ODS;15870;2.13;20.0;True
2002;4;Pravá volba pro Plzeň;43;Kortan Karel;;51;PVP;BEZPP;2920;1.59;39.0;False
2002;3;Občanská demokratická strana;25;Kosnar Miloslav;;50;ODS;ODS;15792;2.12;5.0;False
2002;3;Občanská demokratická strana;14;Koutecký Zdeněk;MUDr.;46;ODS;ODS;17543;2.36;4.0;True
2002;3;Občanská demokratická strana;39;Kovářík Václav;;52;ODS;ODS;15348;2.06;19.0;False
2002;9;Koalice US-DEU, SNK;15;Krajdl Ladislav;Bc.;38;SNK ED;BEZPP;2743;2.31;12.0;False
2002;9;Koalice US-DEU, SNK;6;Král Jan;Ing.;32;US-DEU;US-DEU;3025;2.54;5.0;False
2002;6;Občanská demokratická aliance;23;Královec František;Ing.;54;ODA;BEZPP;479;1.84;;False
2002;6;Občanská demokratická aliance;10;Kraus Josef;;48;ODA;ODA;606;2.33;;False
2002;9;Koalice US-DEU, SNK;33;Krejčová Zlatuška;;58;US-DEU;US-DEU;2162;1.82;30.0;False
2002;3;Občanská demokratická strana;16;Krejsová Marcela;Mgr.;44;ODS;ODS;16150;2.17;17.0;True
2002;3;Občanská demokratická strana;10;Krejsová Vanesa;Mgr.;28;ODS;ODS;16402;2.2;12.0;True
2002;8;Křesť.demokr.unie-Čs.str.lid.;3;Kreuzberg Boris;Doc. MUDr. CSc.;52;KDU-ČSL;KDU-ČSL;5442;3.73;1.0;True
2002;3;Občanská demokratická strana;26;Krs Michael;MUDr.;37;ODS;ODS;15892;2.13;6.0;False
2002;1;Česká str.sociálně demokrat.;12;Krupička Jaroslav;;60;ČSSD;ČSSD;8864;2.19;3.0;False
2002;9;Koalice US-DEU, SNK;42;Kružej Luděk;;41;US-DEU;US-DEU;1907;1.6;39.0;False
2002;1;Česká str.sociálně demokrat.;27;Krysl Jan;;67;ČSSD;ČSSD;8297;2.05;17.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;13;Krýslová Ivana;Mgr.;42;KDU-ČSL;KDU-ČSL;3004;2.06;12.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;41;Krystl Ladislav;Ing.;34;KDU-ČSL;KDU-ČSL;2424;1.66;38.0;False
2002;7;Komunistická str.Čech a Moravy;33;Křemenák Karel;;73;KSČM;KSČM;5572;2.14;25.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;32;Kříž Antonín;Dr. Ing.;31;KDU-ČSL;BEZPP;2841;1.95;29.0;False
2002;4;Pravá volba pro Plzeň;37;Křižan Jindřich;MUDr.;38;PVP;BEZPP;3431;1.87;33.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;43;Kubáčková Kateřina;MUDr.;38;KDU-ČSL;KDU-ČSL;2682;1.84;40.0;False
2002;1;Česká str.sociálně demokrat.;23;Kuběna René;;31;ČSSD;ČSSD;8462;2.09;13.0;False
2002;3;Občanská demokratická strana;44;Kubík Jiří;;25;ODS;ODS;14217;1.91;24.0;False
2002;2;Strana za životní jistoty;4;Kufner Jan;;67;SŽJ;SŽJ;402;4.55;;False
2002;5;Strana zelených;21;Kural Václav;;25;SZ;BEZPP;1385;1.92;;False
2002;5;Strana zelených;47;Kural Václav;;50;SZ;BEZPP;888;1.23;;False
2002;6;Občanská demokratická aliance;37;Kůs Jaroslav;;52;ODA;BEZPP;560;2.15;;False
2002;1;Česká str.sociálně demokrat.;25;Kuthan Jiří;;53;ČSSD;ČSSD;8813;2.18;15.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;37;Kuthanová Dagmar;Mgr.;41;KDU-ČSL;KDU-ČSL;2550;1.75;34.0;False
2002;7;Komunistická str.Čech a Moravy;11;Kvit Karel;Ing.;51;KSČM;KSČM;5753;2.21;4.0;False
2002;9;Koalice US-DEU, SNK;31;Kybicová Daniela;Ing.;56;US-DEU;US-DEU;2173;1.83;28.0;False
2002;5;Strana zelených;26;Kydlíčková Jana;;51;SZ;SZ;1315;1.83;;False
2002;5;Strana zelených;40;Lang Václav;;23;SZ;BEZPP;1197;1.66;;False
2002;3;Občanská demokratická strana;11;Levora Miroslav;Ing.;55;ODS;ODS;16076;2.16;13.0;True
2002;7;Komunistická str.Čech a Moravy;10;Lifka František;;52;KSČM;KSČM;5896;2.26;3.0;False
2002;5;Strana zelených;18;Linhart Jiří;;35;SZ;BEZPP;1359;1.89;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;36;Linka Pavel;;37;KDU-ČSL;BEZPP;2537;1.74;33.0;False
2002;1;Česká str.sociálně demokrat.;15;Lisenko Radim;;29;ČSSD;ČSSD;8723;2.15;5.0;False
2002;1;Česká str.sociálně demokrat.;8;Liška Jiří;MUDr. CSc.;58;ČSSD;ČSSD;9731;2.4;3.0;True
2002;8;Křesť.demokr.unie-Čs.str.lid.;38;Liška Milan;;37;KDU-ČSL;BEZPP;2740;1.88;35.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;18;Lobkowicz Vladimír;;29;KDU-ČSL;BEZPP;4579;3.14;3.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;2;Lodr Jiří;Ing.;41;KDU-ČSL;KDU-ČSL;4973;3.41;3.0;True
2002;4;Pravá volba pro Plzeň;14;Lomberský Jiří;Mgr.;69;PVP;PVP;3729;2.03;12.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;24;Lontschar Jan;Ing.;28;KDU-ČSL;BEZPP;2709;1.85;21.0;False
2002;6;Občanská demokratická aliance;20;Lorenz Tomáš;;51;ODA;BEZPP;561;2.15;;False
2002;6;Občanská demokratická aliance;35;Lorenzová Milada;;79;ODA;BEZPP;389;1.49;;False
2002;9;Koalice US-DEU, SNK;5;Loučím Jan;Ing.;53;US-DEU;US-DEU;3485;2.93;2.0;False
2002;5;Strana zelených;11;Lukáš Oldřich;Ing.;48;SZ;SZ;1520;2.11;;False
2002;9;Koalice US-DEU, SNK;26;Lukáš Petr;Ing.;50;US-DEU;US-DEU;2257;1.9;23.0;False
2002;9;Koalice US-DEU, SNK;21;Maciarzová Helena;Ing.;32;US-DEU;US-DEU;2608;2.19;18.0;False
2002;5;Strana zelených;7;Mach Alois;;61;SZ;SZ;1870;2.6;;False
2002;5;Strana zelených;1;Makoň Karel;;29;SZ;BEZPP;5808;8.08;;False
2002;4;Pravá volba pro Plzeň;39;Makrlíková Věra;MUDr.;30;PVP;BEZPP;3385;1.84;35.0;False
2002;3;Občanská demokratická strana;31;Malota Jaroslav;;35;ODS;ODS;15284;2.05;11.0;False
2002;3;Občanská demokratická strana;28;Malý Radek;;31;ODS;ODS;15438;2.07;8.0;False
2002;9;Koalice US-DEU, SNK;12;Marian Jaroslav;;45;US-DEU;US-DEU;2451;2.06;9.0;False
2002;4;Pravá volba pro Plzeň;16;Martinovský Ivan;PhDr. Ing.;65;PVP;BEZPP;3993;2.17;14.0;False
2002;3;Občanská demokratická strana;45;Maříková Jaroslava;Ing.;49;ODS;ODS;14991;2.01;25.0;False
2002;4;Pravá volba pro Plzeň;26;Matějka Miroslav;Ing.;35;PVP;KAN;3563;1.94;22.0;False
2002;4;Pravá volba pro Plzeň;15;Mazín Václav;Ing.;50;PVP;BEZPP;3746;2.04;13.0;False
2002;1;Česká str.sociálně demokrat.;24;Mejstříková Zdena;MUDr.;50;ČSSD;ČSSD;8803;2.17;14.0;False
2002;1;Česká str.sociálně demokrat.;14;Melichar Daniel;;29;ČSSD;ČSSD;8776;2.17;4.0;False
2002;6;Občanská demokratická aliance;16;Měřínský Vladimír;;47;ODA;BEZPP;585;2.24;;False
2002;9;Koalice US-DEU, SNK;34;Miklánek Jiří;;30;US-DEU;US-DEU;2220;1.87;31.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;15;Miksová Hana;Ing.;40;KDU-ČSL;KDU-ČSL;2820;1.93;14.0;False
2002;9;Koalice US-DEU, SNK;17;Milota Miloslav;;49;US-DEU;US-DEU;2436;2.05;14.0;False
2002;9;Koalice US-DEU, SNK;7;Motl Leoš;Ing.;34;SNK ED;BEZPP;2907;2.44;6.0;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;19;Moulis Martin;;24;KDU-ČSL;KDU-ČSL;2923;2.0;17.0;False
2002;1;Česká str.sociálně demokrat.;17;Mudra Milan;;59;ČSSD;ČSSD;9119;2.25;7.0;False
2002;9;Koalice US-DEU, SNK;4;Mužík Zdeněk;Ing.;43;SNK ED;BEZPP;3338;2.81;4.0;False
2002;2;Strana za životní jistoty;1;Myslík Jiří;Doc. Ing. CSc.;59;SŽJ;BEZPP;1827;20.71;;False
2002;8;Křesť.demokr.unie-Čs.str.lid.;1;Náhlík Petr;Ing.;41;KDU-ČSL;KDU-ČSL;5073;3.48;2.0;True
2002;7;Komunistická str.Čech a Moravy;19;Náhlík Zdeněk;;50;KSČM;KSČM;5757;2.21;11.0;False
2002;4;Pravá volba pro Plzeň;46;Navara Vladimír;Ing. Ph.D.;39;PVP;BEZPP;2763;1.5;42.0;False
2002;7;Komunistická str.Čech a Moravy;36;Němec Vladimír;Doc. PhDr. CSc.;75;KSČM;KSČM;5465;2.1;28.0;False
2002;1;Česká str.sociálně demokrat.;22;Němeček Václav;;60;ČSSD;ČSSD;8348;2.06;12.0;False
2002;3;Občanská demokratická strana;33;Němejc Jan;;35;ODS;ODS;15466;2.08;13.0;False
2002;6;Občanská demokratická aliance;9;Netolická Jana;Mgr.;64;ODA;ODA;677;2.6;;False
2002;3;Občanská demokratická strana;43;Netolický Pavel;;21;ODS;ODS;14495;1.95;23.0;False
