rok;strana_id;strana;poradove_cislo;jmeno;tituly;vek;navrhovana_str;prislusnost;hlasy;hlasy_procenta;poradi;mandat
2006;1;Plzeňská aliance;1;Zábranský Miroslav Ing.;Ing.;35;US-DEU;US-DEU;4536;2.68;1;False
2006;2;Komunistická str.Čech a Moravy;15;Zíka Petr Mgr.;Mgr.;49;KSČM;KSČM;5975;2.15;9;False
2006;7;Česká str.sociálně demokrat.;25;Zrzavecký Martin;;33;ČSSD;ČSSD;9569;2.11;15;False
2006;6;Křesť.demokr.unie-Čs.str.lid.;32;Ženíšek Karel;;60;KDU-ČSL;KDU-ČSL;2893;2.04;29;False
2006;6;Křesť.demokr.unie-Čs.str.lid.;4;Ženíšek Marek PhDr.;PhDr.;27;KDU-ČSL;KDU-ČSL;3397;2.4;4;False
2006;3;Občanská demokratická strana;41;Ženíšek Martin;;26;ODS;ODS;20805;2.06;19;False
2010;7;Česká str.sociálně demokrat.;47;Achac Josef;;35;ČSSD;ČSSD;10354;1.9;33;False
2010;8;Česká pirátská strana;4;Alanija Georgij Mgr.;Mgr.;48;Piráti;BEZPP;475;2.53;-;False
2010;2;Pravá volba pro Plzeň;3;Anderle Jan Ing.;Ing.;54;PVP;PVP;3251;2.82;1;False
2010;7;Česká str.sociálně demokrat.;37;Anton Lukáš;;33;ČSSD;ČSSD;11356;2.08;23;False
2010;14;TOP 09;8;Arias Rolando MUDr.;MUDr.;44;TOP 09;TOP 09;6229;2.21;2;False
2010;1;Občanská demokratická strana;16;Aschenbrenner Lumír Ing.;Ing.;50;ODS;ODS;13047;2.3;2;False
2010;9;Suverenita-blok J.Bobošíkové;1;Assadová Romana;;38;Suveren.;BEZPP;1699;3.6;-;False
2010;7;Česká str.sociálně demokrat.;24;Babnič Jan;;56;ČSSD;ČSSD;11575;2.12;10;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;36;Babor Aleš Ing.;Ing.;46;KDU-ČSL;KDU-ČSL;1840;1.86;-;False
2010;9;Suverenita-blok J.Bobošíkové;3;Babuška Martin Ing.;Ing.;34;Suveren.;Svobodní;1198;2.53;-;False
2010;2;Pravá volba pro Plzeň;45;Balmetová Marie MUDr.;MUDr.;35;PVP;BEZPP;1942;1.68;43;False
2010;14;TOP 09;29;Baloun Květoslav MUDr.;MUDr.;58;TOP 09;TOP 09;5911;2.1;22;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;17;Barnáš Adrian MUDr.;MUDr.;33;KDU-ČSL;KDU-ČSL;2004;2.03;-;False
2010;12;Věci veřejné;46;Baroňová Květa;;60;VV;BEZPP;1124;1.84;-;False
2010;1;Občanská demokratická strana;23;Bartman Vladislav Ing.;Ing.;57;ODS;ODS;12185;2.15;9;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;13;Basl Jiří Ing.;Ing.;41;KDU-ČSL;KDU-ČSL;2079;2.1;-;False
2010;1;Občanská demokratická strana;1;Baxa Martin Mgr.;Mgr.;35;ODS;ODS;13691;2.42;2;True
2010;7;Česká str.sociálně demokrat.;16;Bayer Rudolf;;37;ČSSD;ČSSD;11650;2.14;2;False
2010;6;Dělnic.str.sociální spravedl.;9;Bednář Jan;;34;DSSS;DSSS;271;6.27;-;False
2010;14;TOP 09;28;Bednář Václav JUDr. Ph.D.;JUDr. Ph.D.;34;TOP 09;TOP 09;6069;2.15;21;False
2010;12;Věci veřejné;36;Bedrník Jiří Ing.;Ing.;26;VV;BEZPP;1272;2.09;-;False
2010;12;Věci veřejné;29;Bejm Petr;;55;VV;VV;1233;2.02;-;False
2010;8;Česká pirátská strana;26;Bělek Jan;;20;Piráti;BEZPP;369;1.96;-;False
2010;9;Suverenita-blok J.Bobošíkové;34;Bém Jiří;;64;Suveren.;BEZPP;960;2.03;-;False
2010;5;OBČANÉ.CZ;34;Benadová Hana Mgr.;Mgr.;52;Občané;BEZPP;4404;2.13;28;False
2010;8;Česká pirátská strana;12;Benešová Marie;;56;Piráti;BEZPP;386;2.06;-;False
2010;7;Česká str.sociálně demokrat.;21;Beránková Jarmila DiS.;DiS.;30;ČSSD;ČSSD;11605;2.13;7;False
2010;5;OBČANÉ.CZ;8;Berka František Mgr.;Mgr.;54;Občané;BEZPP;4838;2.34;5;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;10;Bernhard Tomáš Mgr.;Mgr.;42;KDU-ČSL;KDU-ČSL;2220;2.25;-;False
2010;3;Plzeňská aliance;36;Bibková Katarína;;38;NK;BEZPP;1949;1.89;-;False
2010;7;Česká str.sociálně demokrat.;13;Bis Jiří Ing.;Ing.;69;ČSSD;ČSSD;11936;2.19;13;True
2010;10;Křesť.demokr.unie-Čs.str.lid.;31;Blabolová Vlasta;;46;KDU-ČSL;KDU-ČSL;1895;1.92;-;False
2010;2;Pravá volba pro Plzeň;7;Bláhovec Jiří MUDr.;MUDr.;58;PVP;BEZPP;3032;2.63;3;False
2010;3;Plzeňská aliance;8;Blažková Alexandra Bc.;Bc.;58;NK;BEZPP;2134;2.07;-;False
2010;15;Komunistická str.Čech a Moravy;20;Boček Miroslav;;31;KSČM;BEZPP;4733;2.13;15;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;3;Boček Pavel MUDr.;MUDr.;49;KDU-ČSL;KDU-ČSL;3066;3.1;-;False
2010;1;Občanská demokratická strana;25;Boháčová Pavla Bc.;Bc.;24;ODS;ODS;12070;2.13;11;False
2010;5;OBČANÉ.CZ;29;Bohatá Irena Mgr.;Mgr.;34;Občané;BEZPP;4463;2.15;23;False
2010;2;Pravá volba pro Plzeň;20;Bochnovič Peter;;42;PVP;BEZPP;2247;1.95;20;False
2010;14;TOP 09;19;Bolek Lukáš MUDr. Ph.D.;MUDr. Ph.D.;49;TOP 09;BEZPP;6264;2.22;13;False
2010;14;TOP 09;7;Boudník Jiří;;40;TOP 09;BEZPP;6380;2.27;1;False
2010;7;Česká str.sociálně demokrat.;14;Boudová Světlana Bc.;Bc.;29;ČSSD;ČSSD;11687;2.15;14;True
2010;1;Občanská demokratická strana;39;Boušík Michael;;39;ODS;ODS;11779;2.08;25;False
2010;7;Česká str.sociálně demokrat.;3;Brabec Miroslav Mgr.;Mgr.;55;ČSSD;ČSSD;11973;2.2;3;True
2010;9;Suverenita-blok J.Bobošíkové;39;Braun Josef;;41;Suveren.;BEZPP;973;2.06;-;False
2010;9;Suverenita-blok J.Bobošíkové;16;Braunová Monika;;39;Suveren.;BEZPP;981;2.07;-;False
2010;8;Česká pirátská strana;17;Bretschneiderová Gabriela;;23;Piráti;BEZPP;413;2.2;-;False
2010;3;Plzeňská aliance;43;Brouček Jan;;62;US-DEU;US-DEU;1803;1.75;-;False
2010;6;Dělnic.str.sociální spravedl.;14;Broukal Jan;;30;DSSS;DSSS;258;5.97;-;False
2010;12;Věci veřejné;40;Brůhová Aneta;;20;VV;BEZPP;1189;1.95;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;20;Bruner Jiří Ing.;Ing.;62;SPOZ;SPOZ;319;2.22;-;False
2010;14;TOP 09;35;Brychová Kamila Bc.;Bc.;25;TOP 09;TOP 09;5731;2.03;28;False
2010;15;Komunistická str.Čech a Moravy;42;Březina Pavel Ing.;Ing.;65;KSČM;KSČM;4594;2.07;37;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;7;Budil Ivo prof. RNDr. Ph.D. DSc.;prof. RNDr. Ph.D. DSc.;45;KDU-ČSL;BEZPP;2666;2.7;-;False
2010;2;Pravá volba pro Plzeň;47;Burda Miroslav Ing.;Ing.;46;PVP;BEZPP;1725;1.49;45;False
2010;15;Komunistická str.Čech a Moravy;4;Bystřická Jana;;60;KSČM;KSČM;5003;2.25;4;True
2010;8;Česká pirátská strana;40;Bystřický Ladislav;;45;Piráti;BEZPP;356;1.9;-;False
2010;2;Pravá volba pro Plzeň;22;Caltová Marie Mgr.;Mgr.;66;PVP;BEZPP;2703;2.34;7;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;28;Cudlman Otokar;;54;KDU-ČSL;KDU-ČSL;1901;1.92;-;False
2010;2;Pravá volba pro Plzeň;29;Čapková Vladimíra Ing.;Ing.;32;PVP;BEZPP;2300;1.99;27;False
2010;14;TOP 09;31;Čech Svatopluk;;41;TOP 09;TOP 09;5787;2.05;24;False
2010;3;Plzeňská aliance;30;Čechová Radmila Ing.;Ing.;59;US-DEU;US-DEU;1981;1.92;-;False
2010;5;OBČANÉ.CZ;28;Čepeláková Laura Ing.;Ing.;38;Občané;BEZPP;4444;2.14;22;False
2010;2;Pravá volba pro Plzeň;37;Černá Hana;;51;PVP;BEZPP;2208;1.91;35;False
2010;12;Věci veřejné;10;Černík Lukáš;;22;VV;VV;1347;2.21;-;False
2010;9;Suverenita-blok J.Bobošíkové;33;Černý Jan;;32;Suveren.;BEZPP;930;1.97;-;False
2010;14;TOP 09;44;Daněk Josef doc. Ing. Ph.D.;doc. Ing. Ph.D.;38;TOP 09;BEZPP;5382;1.91;37;False
2010;3;Plzeňská aliance;5;Denk Pavel Ing.;Ing.;43;NK;BEZPP;2444;2.37;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;42;Dobrý Petr;;37;SPOZ;BEZPP;284;1.98;-;False
2010;2;Pravá volba pro Plzeň;5;Dohnal Roman Ing.;Ing.;51;PVP;KAN;2831;2.45;4;False
2010;3;Plzeňská aliance;39;Dolejš Marek Ing.;Ing.;40;NK;BEZPP;1936;1.88;-;False
2010;7;Česká str.sociálně demokrat.;11;Dolejšová Marta;;59;ČSSD;ČSSD;11731;2.15;11;True
2010;3;Plzeňská aliance;18;Domanický Pavel Ing.;Ing.;41;SOS;BEZPP;2296;2.23;-;False
2010;3;Plzeňská aliance;3;Domanický Petr Ing. arch.;Ing. arch.;37;SOS;BEZPP;3503;3.4;-;False
2010;9;Suverenita-blok J.Bobošíkové;15;Dörflerová Věra;;55;Suveren.;BEZPP;995;2.1;-;False
2010;12;Věci veřejné;3;Doubek Petr;;46;VV;VV;1518;2.49;-;False
2010;3;Plzeňská aliance;38;Drábeček Karel;;65;KČ;BEZPP;1894;1.84;-;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;16;Drhovský Karel Ing.;Ing.;68;KDU-ČSL;BEZPP;2134;2.16;-;False
2010;3;Plzeňská aliance;6;Drnek Jan;;49;KČ;KČ;2240;2.17;-;False
2010;1;Občanská demokratická strana;21;Drofa Zdeněk;;42;ODS;ODS;12065;2.13;7;False
2010;8;Česká pirátská strana;41;Dubnický Milan;;26;Piráti;BEZPP;337;1.79;-;False
2010;14;TOP 09;30;Ducz Luděk Ing.;Ing.;49;TOP 09;TOP 09;5851;2.08;23;False
2010;2;Pravá volba pro Plzeň;1;Duchek Vladimír doc. Ing. Ph.D.;doc. Ing. Ph.D.;45;PVP;PVP;3963;3.44;1;True
2010;1;Občanská demokratická strana;41;Duchková Stanislava prom. ped.;prom. ped.;73;ODS;ODS;11585;2.04;27;False
2010;9;Suverenita-blok J.Bobošíkové;43;Dunová Marcela;;23;Suveren.;BEZPP;909;1.92;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;15;Dušek Tomáš;;34;SPOZ;SPOZ;303;2.11;-;False
2010;4;Volte Pr.Blok www.cibulka.net;2;Dušek Vladislav;;39;PB;BEZPP;370;25.13;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;8;Dušková Petra Mgr.;Mgr.;35;SPOZ;SPOZ;419;2.92;-;False
2010;8;Česká pirátská strana;16;Dvořák Petr;;57;Piráti;BEZPP;374;1.99;-;False
2010;14;TOP 09;34;Eisman Jaromír Ing.;Ing.;55;TOP 09;TOP 09;5754;2.04;27;False
2010;8;Česká pirátská strana;7;Enzmannová Lucie;;29;Piráti;BEZPP;476;2.54;-;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;35;Fajfrová Eva RNDr.;RNDr.;56;KDU-ČSL;KDU-ČSL;1894;1.92;-;False
2010;9;Suverenita-blok J.Bobošíkové;32;Ferencz Jozef;;40;Suveren.;BEZPP;957;2.02;-;False
2010;5;OBČANÉ.CZ;41;Fikar Jiří Ing.;Ing.;53;Občané;BEZPP;4199;2.03;34;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;21;Filipi Dominik Bc.;Bc.;27;KDU-ČSL;KDU-ČSL;1951;1.97;-;False
2010;5;OBČANÉ.CZ;9;Filipovský Jan prof. MUDr. CSc.;prof. MUDr. CSc.;52;Občané;BEZPP;5386;2.6;5;True
2010;14;TOP 09;42;Fiřt Jiří;;40;TOP 09;TOP 09;5425;1.93;35;False
2010;2;Pravá volba pro Plzeň;21;Fládr Martin Mgr.;Mgr.;38;PVP;BEZPP;2425;2.1;21;False
2010;5;OBČANÉ.CZ;39;Flaksová Vladislava Ing.;Ing.;45;Občané;BEZPP;4265;2.06;32;False
2010;15;Komunistická str.Čech a Moravy;35;Fleisznerová Vlasta;;64;KSČM;KSČM;4627;2.08;30;False
2010;2;Pravá volba pro Plzeň;35;Fojtíček Ctibor Ing.;Ing.;72;PVP;BEZPP;2227;1.93;33;False
2010;14;TOP 09;47;Fojtíček Martin Mgr. et Mgr.;Mgr. et Mgr.;39;TOP 09;BEZPP;4986;1.77;40;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;15;Forejt Jakub Ing.;Ing.;46;KDU-ČSL;KDU-ČSL;2378;2.41;-;False
2010;2;Pravá volba pro Plzeň;19;Frank Stanislav Mgr.;Mgr.;55;PVP;PVP;2540;2.2;19;False
2010;2;Pravá volba pro Plzeň;36;Fuchsová Radka MUDr.;MUDr.;39;PVP;BEZPP;2164;1.88;34;False
2010;8;Česká pirátská strana;45;Gabler Werner;;66;Piráti;BEZPP;300;1.6;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;1;Gabriel Vladimír Ing. MBA;Ing. MBA;51;SPOZ;SPOZ;612;4.26;-;False
2010;7;Česká str.sociálně demokrat.;43;Gibsonová Daniela;;39;ČSSD;ČSSD;11188;2.05;29;False
2010;12;Věci veřejné;19;Habla Richard;;41;VV;VV;1284;2.11;-;False
2010;5;OBČANÉ.CZ;4;Hájek Marcel MUDr. FICS.;MUDr. FICS.;45;Občané;BEZPP;5671;2.74;3;True
2010;15;Komunistická str.Čech a Moravy;8;Hajšman Milan;;32;KSČM;KSČM;4805;2.16;3;False
2010;15;Komunistická str.Čech a Moravy;19;Hajšmanová Daniela;;31;KSČM;BEZPP;4728;2.13;14;False
2010;9;Suverenita-blok J.Bobošíkové;42;Hajžman Pavel;;30;Suveren.;BEZPP;933;1.97;-;False
2010;9;Suverenita-blok J.Bobošíkové;13;Hajžmanová Miroslava;;18;Suveren.;BEZPP;997;2.11;-;False
2010;12;Věci veřejné;35;Halamová Miloslava;;63;VV;VV;1194;1.96;-;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;46;Hanzíková Eva Ing.;Ing.;42;KDU-ČSL;BEZPP;1623;1.64;-;False
2010;2;Pravá volba pro Plzeň;26;Hanzlík Karel Ing. arch.;Ing. arch.;56;PVP;BEZPP;2387;2.07;24;False
2010;11;Strana Práv Občanů ZEMANOVCI;24;Harant Antonín;;28;SPOZ;SPOZ;287;2.0;-;False
2010;7;Česká str.sociálně demokrat.;26;Hartlová Jana;;38;ČSSD;ČSSD;11562;2.12;12;False
2010;1;Občanská demokratická strana;15;Hašek Ivan Ing. Mgr.;Ing. Mgr.;42;ODS;ODS;12018;2.12;1;False
2010;9;Suverenita-blok J.Bobošíkové;44;Hauer Václav;;37;Suveren.;BEZPP;914;1.93;-;False
2010;14;TOP 09;24;Havel Jan Ing.;Ing.;38;TOP 09;TOP 09;5951;2.11;18;False
2010;8;Česká pirátská strana;34;Havlic Michal;;21;Piráti;BEZPP;370;1.97;-;False
2010;8;Česká pirátská strana;24;Havlic Tomáš;;26;Piráti;BEZPP;392;2.09;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;2;Havlík Václav JUDr.;JUDr.;69;SPOZ;SPOZ;490;3.41;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;17;Havlíková Lucie;;34;SPOZ;SPOZ;319;2.22;-;False
2010;8;Česká pirátská strana;22;Heider Tomáš;;25;Piráti;BEZPP;375;2.0;-;False
2010;6;Dělnic.str.sociální spravedl.;6;Heidlberger Jakub;;20;DSSS;BEZPP;271;6.27;-;False
2010;2;Pravá volba pro Plzeň;13;Hejda Václav MUDr.;MUDr.;37;PVP;BEZPP;2581;2.24;13;False
2010;11;Strana Práv Občanů ZEMANOVCI;11;Hejk David;;46;SPOZ;SPOZ;299;2.08;-;False
2010;9;Suverenita-blok J.Bobošíkové;18;Herajtová Soňa;;36;Suveren.;BEZPP;999;2.11;-;False
2010;7;Česká str.sociálně demokrat.;1;Herinková Eva;;45;ČSSD;ČSSD;12338;2.26;1;True
2010;15;Komunistická str.Čech a Moravy;23;Heřman Václav;;37;KSČM;BEZPP;4720;2.13;18;False
2010;7;Česká str.sociálně demokrat.;22;Hessová Jaroslava Mgr.;Mgr.;52;ČSSD;ČSSD;11687;2.15;8;False
2010;15;Komunistická str.Čech a Moravy;5;Hlásek František;;51;KSČM;KSČM;4832;2.18;5;True
2010;12;Věci veřejné;9;Hodinová Martina Ing.;Ing.;31;VV;VV;1419;2.33;-;False
2010;1;Občanská demokratická strana;47;Hógel Josef Ing. CSc.;Ing. CSc.;66;ODS;ODS;10579;1.87;33;False
2010;11;Strana Práv Občanů ZEMANOVCI;10;Holec Radek;;42;SPOZ;SPOZ;307;2.14;-;False
2010;3;Plzeňská aliance;9;Holenda Jiří doc. RNDr. CSc.;doc. RNDr. CSc.;77;SNK ED;BEZPP;2738;2.66;-;False
2010;3;Plzeňská aliance;45;Holmanová Květa;;51;US-DEU;US-DEU;1763;1.71;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;31;Holotová Simona;;36;SPOZ;BEZPP;303;2.11;-;False
2010;8;Česká pirátská strana;21;Holzknecht Václav;;55;Piráti;BEZPP;371;1.98;-;False
2010;1;Občanská demokratická strana;31;Hončarová Zdena;;36;ODS;ODS;11984;2.11;17;False
2010;7;Česká str.sociálně demokrat.;34;Horníková Helena;;53;ČSSD;ČSSD;11483;2.11;20;False
2010;9;Suverenita-blok J.Bobošíkové;27;Hostička Jiří;;38;Suveren.;BEZPP;960;2.03;-;False
2010;1;Občanská demokratická strana;11;Houdek Robert;;39;ODS;ODS;12211;2.15;11;True
2010;9;Suverenita-blok J.Bobošíkové;10;Houšková Veronika;;30;Suveren.;BEZPP;1072;2.27;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;32;Houšková Vladimíra;;32;SPOZ;BEZPP;307;2.14;-;False
2010;12;Věci veřejné;30;Hozman Václav;;34;VV;VV;1246;2.05;-;False
2010;9;Suverenita-blok J.Bobošíkové;36;Hrabětová Michaela;;25;Suveren.;BEZPP;980;2.07;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;36;Hranička Antonín;;41;SPOZ;BEZPP;292;2.03;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;16;Hroza Jiří PhDr.;PhDr.;74;SPOZ;SPOZ;293;2.04;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;35;Hrubá Iva;;53;SPOZ;BEZPP;288;2.0;-;False
2010;15;Komunistická str.Čech a Moravy;3;Hrubeš František Dr. Mgr.;Dr. Mgr.;58;KSČM;KSČM;4927;2.22;3;True
2010;15;Komunistická str.Čech a Moravy;16;Hrubešová Marcela;;27;KSČM;BEZPP;4749;2.14;11;False
2010;12;Věci veřejné;39;Hrubý Jiří;;46;VV;BEZPP;1204;1.98;-;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;40;Hrubý Karel Ing.;Ing.;62;KDU-ČSL;KDU-ČSL;1778;1.8;-;False
2010;2;Pravá volba pro Plzeň;6;Huclová Zuzana Ing.;Ing.;54;PVP;BEZPP;2606;2.26;8;False
2010;15;Komunistická str.Čech a Moravy;38;Hůla Zdeněk;;64;KSČM;KSČM;4614;2.08;33;False
2010;2;Pravá volba pro Plzeň;8;Hus Miroslav PhDr.;PhDr.;56;PVP;PVP;2722;2.36;6;False
2010;1;Občanská demokratická strana;32;Husák Jan;;33;ODS;ODS;11933;2.1;18;False
2010;5;OBČANÉ.CZ;23;Huspek Michal;;38;Občané;BEZPP;4497;2.17;17;False
2010;5;OBČANÉ.CZ;42;Huspeková Alice Mgr.;Mgr.;38;Občané;BEZPP;4128;1.99;35;False
2010;3;Plzeňská aliance;19;Hýžová Eva DiS.;DiS.;32;NK;BEZPP;2165;2.1;-;False
2010;7;Česká str.sociálně demokrat.;7;Chalupný Michal Bc.;Bc.;41;ČSSD;ČSSD;11789;2.16;7;True
2010;3;Plzeňská aliance;35;Chmela Jaroslav;;58;SOS;BEZPP;2158;2.09;-;False
2010;6;Dělnic.str.sociální spravedl.;3;Chodora Josef;;45;DSSS;BEZPP;339;7.84;-;False
2010;14;TOP 09;37;Chomát Martin MUDr.;MUDr.;39;TOP 09;TOP 09;5692;2.02;30;False
2010;7;Česká str.sociálně demokrat.;5;Chovanec Milan;;40;ČSSD;ČSSD;11950;2.19;5;True
2010;5;OBČANÉ.CZ;5;Chvalová Šárka Mgr.;Mgr.;45;Občané;BEZPP;5268;2.54;1;False
2010;11;Strana Práv Občanů ZEMANOVCI;22;Izsmán Imrich;;60;SPOZ;SPOZ;279;1.94;-;False
2010;14;TOP 09;13;Jägerová Eva Ing.;Ing.;53;TOP 09;TOP 09;6068;2.15;7;False
2010;12;Věci veřejné;34;Janáčková Zuzana Bc.;Bc.;25;VV;BEZPP;1245;2.04;-;False
2010;14;TOP 09;33;Jančík Stanislav;;19;TOP 09;TOP 09;5746;2.04;26;False
2010;9;Suverenita-blok J.Bobošíkové;4;Janečka Karel Ing. Ph.D.;Ing. Ph.D.;28;Suveren.;BEZPP;1156;2.44;-;False
2010;15;Komunistická str.Čech a Moravy;46;Janečková Marie;;70;KSČM;KSČM;4442;2.0;41;False
2010;1;Občanská demokratická strana;19;Janků Milan;;57;ODS;ODS;12072;2.13;5;False
2010;1;Občanská demokratická strana;46;Janků Paulína;;45;ODS;ODS;10894;1.92;32;False
2010;2;Pravá volba pro Plzeň;17;Jánošíková Petra JUDr. Ph.D.;JUDr. Ph.D.;34;PVP;BEZPP;2550;2.21;17;False
2010;14;TOP 09;5;Janoušek Aleš Mgr.;Mgr.;34;TOP 09;TOP 09;6681;2.37;4;True
2010;1;Občanská demokratická strana;30;Janouškovec Pavel;;49;ODS;ODS;12039;2.12;16;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;9;Janouškovec Pavel Mgr.;Mgr.;51;KDU-ČSL;KDU-ČSL;2615;2.65;-;False
2010;11;Strana Práv Občanů ZEMANOVCI;30;Jaroš Martin;;23;SPOZ;BEZPP;302;2.1;-;False
2010;1;Občanská demokratická strana;20;Javůrek Libor;;65;ODS;ODS;12074;2.13;6;False
2010;14;TOP 09;3;Jehličková Ilona Mgr.;Mgr.;47;TOP 09;TOP 09;6561;2.33;5;True
2010;12;Věci veřejné;20;Jehlíková Helena;;54;VV;VV;1292;2.12;-;False
2010;3;Plzeňská aliance;25;Jelínek Jan;;62;ALTER;BEZPP;2022;1.96;-;False
2010;7;Česká str.sociálně demokrat.;40;Ježek Igor Mgr.;Mgr.;32;ČSSD;ČSSD;11375;2.09;26;False
2010;3;Plzeňská aliance;16;Ježík Vlastimil Mgr.;Mgr.;40;KČ;KČ;2142;2.08;-;False
2010;9;Suverenita-blok J.Bobošíkové;35;Jílek Petr;;38;Suveren.;BEZPP;938;1.98;-;False
2010;14;TOP 09;6;Jílek Tomáš;;39;TOP 09;TOP 09;6218;2.21;7;True
2010;2;Pravá volba pro Plzeň;41;Jílek Viktor Ing.;Ing.;45;PVP;BEZPP;2172;1.88;39;False
2010;1;Občanská demokratická strana;45;Jilichová Nová Veronika MUDr. Ing.;Veronika MUDr. Ing.;34;ODS;ODS;11339;2.0;31;False
2010;3;Plzeňská aliance;7;Jindra Petr Mgr.;Mgr.;44;NK;BEZPP;2443;2.37;-;False
2010;7;Česká str.sociálně demokrat.;25;Jíšová Andrea Mgr.;Mgr.;31;ČSSD;ČSSD;11604;2.13;11;False
2010;11;Strana Práv Občanů ZEMANOVCI;21;Jonáš Jakub;;21;SPOZ;SPOZ;314;2.19;-;False
2010;14;TOP 09;15;Junek Petr Bc.;Bc.;31;TOP 09;TOP 09;6032;2.14;9;False
2010;1;Občanská demokratická strana;44;Justová Jitka Mgr.;Mgr.;62;ODS;ODS;11358;2.0;30;False
2010;3;Plzeňská aliance;12;Kaftanová Simona MUDr.;MUDr.;33;NK;BEZPP;2272;2.2;-;False
2010;12;Věci veřejné;13;Kalná Monika;;32;VV;VV;1332;2.19;-;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;38;Kalvoda Petr MUDr.;MUDr.;46;KDU-ČSL;BEZPP;1933;1.95;-;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;43;Kapusta Václav;;34;KDU-ČSL;BEZPP;1775;1.79;-;False
2010;15;Komunistická str.Čech a Moravy;31;Karasová Věra PhDr.;PhDr.;50;KSČM;KSČM;4677;2.11;26;False
2010;7;Česká str.sociálně demokrat.;36;Karel Jaroslav JUDr.;JUDr.;55;ČSSD;ČSSD;11427;2.1;22;False
2010;12;Věci veřejné;41;Karnoldová Anna;;65;VV;BEZPP;1147;1.88;-;False
2010;12;Věci veřejné;47;Kastl Petr;;38;VV;BEZPP;1096;1.8;-;False
2010;1;Občanská demokratická strana;34;Kastner Petr;;57;ODS;ODS;11858;2.09;20;False
2010;5;OBČANÉ.CZ;35;Kašpar Jaromír;;63;Občané;BEZPP;4586;2.21;29;False
2010;8;Česká pirátská strana;36;Kašpar Ladislav;;25;Piráti;BEZPP;360;1.92;-;False
2010;7;Česká str.sociálně demokrat.;29;Kesl Miroslav;;45;ČSSD;ČSSD;11514;2.11;15;False
2010;5;OBČANÉ.CZ;44;Kindlová Jana Mgr.;Mgr.;60;Občané;BEZPP;3992;1.93;37;False
2010;2;Pravá volba pro Plzeň;15;Klas Miroslav Ing.;Ing.;62;PVP;PVP;2368;2.05;15;False
2010;8;Česká pirátská strana;43;Klimeš Martin;;28;Piráti;BEZPP;330;1.76;-;False
2010;5;OBČANÉ.CZ;22;Kocián Pavel Mgr.;Mgr.;50;Občané;BEZPP;4623;2.23;16;False
2010;3;Plzeňská aliance;13;Kodeda Oldřich Ing. arch.;Ing. arch.;51;KČ;BEZPP;2403;2.33;-;False
2010;3;Plzeňská aliance;42;Kodedová Barbora;;20;KČ;BEZPP;1915;1.86;-;False
2010;5;OBČANÉ.CZ;6;Kohout Petr;;41;Občané;BEZPP;4801;2.32;4;False
2010;11;Strana Práv Občanů ZEMANOVCI;34;Kohout Roman;;37;SPOZ;BEZPP;281;1.96;-;False
2010;7;Česká str.sociálně demokrat.;38;Kokoška Dušan;;36;ČSSD;ČSSD;11365;2.09;24;False
2010;6;Dělnic.str.sociální spravedl.;2;Kolářík Martin;;26;DSSS;DSSS;318;7.35;-;False
2010;12;Věci veřejné;26;Koller Miloš;;55;VV;VV;1239;2.03;-;False
2010;5;OBČANÉ.CZ;14;Kollrossová Jana MUDr. Mgr.;MUDr. Mgr.;39;Občané;BEZPP;4758;2.3;9;False
2010;15;Komunistická str.Čech a Moravy;44;Kolomazník Oldřich Dr. CSc.;Dr. CSc.;67;KSČM;KSČM;4546;2.05;39;False
2010;13;Balbínova poetická strana;4;Kolouch Pavel Ing.;Ing.;39;BPS;BEZPP;178;19.62;-;False
2010;9;Suverenita-blok J.Bobošíkové;37;Komorousová Tereza;;58;Suveren.;BEZPP;927;1.96;-;False
2010;10;Křesť.demokr.unie-Čs.str.lid.;37;Komrska Přemysl Ing.;Ing.;60;KDU-ČSL;KDU-ČSL;1827;1.85;-;False
